"";"created_at";"id";"id_str";"full_text";"truncated";"display_text_range";"entities";"metadata";"tweet_source";"in_reply_to_status_id";"in_reply_to_status_id_str";"in_reply_to_user_id";"in_reply_to_user_id_str";"in_reply_to_screen_name";"geo";"coordinates";"place";"contributors";"is_quote_status";"retweet_count";"favorite_count";"favorited";"retweeted";"lang";"possibly_sensitive";"quoted_status_id";"quoted_status_id_str";"quoted_status";"text";"favorited_by";"scopes";"display_text_width";"retweeted_status";"quoted_status_permalink";"quote_count";"timestamp_ms";"reply_count";"filter_level";"query";"withheld_scope";"withheld_copyright";"withheld_in_countries";"possibly_sensitive_appealable";"id_user";"id_str_user";"name_user";"screen_name_user";"location_user";"description_user";"url_user";"protected_user";"followers_count_user";"friends_count_user";"listed_count_user";"created_at_user";"favourites_count_user";"verified_user";"statuses_count_user";"profile_image_url_https_user";"profile_banner_url_user";"default_profile_user";"default_profile_image_user";"withheld_in_countries_user";"derived_user";"withheld_scope_user";"entities_user";"tweet_link";"polarity";"dimension";"competitor_id"
"1";"2022-07-09 11:06:43";"1545726133378990080";"1545726133378990080";"@iberdrola @SEFutbolFem @FutFemIberdrola Sois las mejores #ElSueñoEuropeo";"FALSE";"73";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[58,73]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola Sois las mejores #ElSueñoEuropeo";;;;;;;;;;;;;;;"995229759486513152";"995229759486513152";"Delantero pichichi";"Felisa_Pilar";"";"Llevo el nombre de mi madre en la biografía porque la quiero mucho.";;"FALSE";"124";"2099";"0";"Sat May 12 09:10:39 +0000 2018";"701";"FALSE";"7684";"https://pbs.twimg.com/profile_images/1215704745752629259/amgk3PQP_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Felisa_Pilar/status/1545726133378990080";;;"1e+05"
"2";"2022-07-09 11:06:03";"1545725966898561024";"1545725966898561026";"@iberdrola @SEFutbolFem @FutFemIberdrola Vamos campeonas #ElSueñoEuropeo";"FALSE";"72";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[57,72]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola Vamos campeonas #ElSueñoEuropeo";;;;;;;;;;;;;;;"997759523833221120";"997759523833221120";"Pepito";"22_Pepito_22";"";"Derporte y familia siempre. Nunca hay que cansarse de mejorar";;"FALSE";"133";"2133";"0";"Sat May 19 08:43:02 +0000 2018";"714";"FALSE";"7969";"https://pbs.twimg.com/profile_images/997760297543745536/YikzysN2_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/22_Pepito_22/status/1545725966898561026";;;"1e+05"
"3";"2022-07-09 11:04:36";"1545725600744325120";"1545725600744325121";"@iberdrola @SEFutbolFem @FutFemIberdrola A por la Eurocopa chicas #ElSueñoEuropeo";"FALSE";"81";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[66,81]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola A por la Eurocopa chicas #ElSueñoEuropeo";;;;;;;;;;;;;;;"997763785757732864";"997763785757732865";"J. Gutiérrez";"Futbol_Siempre9";"";"Pase lo que pase, siempre futbol. Y pase lo que pase, en familia todo es mejor.";;"FALSE";"143";"2112";"0";"Sat May 19 08:59:58 +0000 2018";"708";"FALSE";"7883";"https://pbs.twimg.com/profile_images/1063727544279728128/pu5T22r2_normal.jpg";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Futbol_Siempre9/status/1545725600744325121";;;"1e+05"
"4";"2022-07-09 11:00:46";"1545724638612922368";"1545724638612922372";"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo Vamoooosssss";"FALSE";"69";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[41,56]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo Vamoooosssss";;;;;;;;;;;;;;;"745349124501934080";"745349124501934081";"Dei 🇮🇨";"dei_its";"El mundo";"Tamos de vuelta. 24.";;"FALSE";"211";"201";"2";"Tue Jun 21 20:14:14 +0000 2016";"7506";"FALSE";"1762";"https://pbs.twimg.com/profile_images/1515493635638415364/U4IWIR5c_normal.jpg";"https://pbs.twimg.com/profile_banners/745349124501934081/1637516794";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/dei_its/status/1545724638612922372";;;"1e+05"
"5";"2022-07-09 10:59:31";"1545724323717160960";"1545724323717160961";"@sandrasankarate @teledeporte @iberdrola @UCAM @daedo @Pelayo_Seguros @KiaEspana @adidas_ES Felicidades por esa nueva 🥇
Ahora a descansar y a seguir disfrutando de la vida";"FALSE";"171";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""sandrasankarate"",""name"":""Sandra Sánchez"",""id"":3108535344,""id_str"":""3108535344"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""teledeporte"",""name"":""Teledeporte"",""id"":30012883,""id_str"":""30012883"",""indices"":{""start"":17,""end"":29}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":30,""end"":40}},{""screen_name"":""UCAM"",""name"":""UCAM Universidad"",""id"":17646629,""id_str"":""17646629"",""indices"":{""start"":41,""end"":46}},{""screen_name"":""daedo"",""name"":""Daedo International"",""id"":253461540,""id_str"":""253461540"",""indices"":{""start"":47,""end"":53}},{""screen_name"":""Pelayo_Seguros"",""name"":""Pelayo Seguros"",""id"":316353155,""id_str"":""316353155"",""indices"":{""start"":54,""end"":69}},{""screen_name"":""KiaEspana"",""name"":""Kia España"",""id"":172675671,""id_str"":""172675671"",""indices"":{""start"":70,""end"":80}},{""screen_name"":""adidas_ES"",""name"":""adidas_ES"",""id"":313245901,""id_str"":""313245901"",""indices"":{""start"":81,""end"":91}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1545514697964851200";"1545514697964851200";"3108535344";"3108535344";"sandrasankarate";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@sandrasankarate @teledeporte @iberdrola @UCAM @daedo @Pelayo_Seguros @KiaEspana @adidas_ES Felicidades por esa nueva 🥇
Ahora a descansar y a seguir disfrutando de la vida";;;;;;;;;;;;;;;"82127309";"82127309";"Susie-Susana Cañadas";"Susiewj";"";"La F1 y los coches me apasionan,la música,patinaje sobre hielo, deportes, ópera.Playa,montaña,pasear,viajar,chocolate,patatas fritas con huevo.Una gran sonrisa!";"https://t.co/ePcpUAmMbD";"FALSE";"404";"1189";"45";"Tue Oct 13 16:03:38 +0000 2009";"87641";"FALSE";"44500";"https://pbs.twimg.com/profile_images/1080071932513538048/SNaF_khf_normal.jpg";"https://pbs.twimg.com/profile_banners/82127309/1629804762";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/ePcpUAmMbD"",""expanded_url"":""http://susiecm.blogspot.com/"",""display_url"":""susiecm.blogspot.com"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/Susiewj/status/1545724323717160961";;;"1e+05"
"6";"2022-07-09 10:54:26";"1545723043288334336";"1545723043288334337";"@sandrasankarate @teledeporte @iberdrola @UCAM @daedo @Pelayo_Seguros @KiaEspana @adidas_ES Vamoooooos😎🙌🏻";"FALSE";"105";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""sandrasankarate"",""name"":""Sandra Sánchez"",""id"":3108535344,""id_str"":""3108535344"",""indices"":{""start"":0,""end"":16}},{""screen_name"":""teledeporte"",""name"":""Teledeporte"",""id"":30012883,""id_str"":""30012883"",""indices"":{""start"":17,""end"":29}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":30,""end"":40}},{""screen_name"":""UCAM"",""name"":""UCAM Universidad"",""id"":17646629,""id_str"":""17646629"",""indices"":{""start"":41,""end"":46}},{""screen_name"":""daedo"",""name"":""Daedo International"",""id"":253461540,""id_str"":""253461540"",""indices"":{""start"":47,""end"":53}},{""screen_name"":""Pelayo_Seguros"",""name"":""Pelayo Seguros"",""id"":316353155,""id_str"":""316353155"",""indices"":{""start"":54,""end"":69}},{""screen_name"":""KiaEspana"",""name"":""Kia España"",""id"":172675671,""id_str"":""172675671"",""indices"":{""start"":70,""end"":80}},{""screen_name"":""adidas_ES"",""name"":""adidas_ES"",""id"":313245901,""id_str"":""313245901"",""indices"":{""start"":81,""end"":91}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";"1545514697964851200";"1545514697964851200";"3108535344";"3108535344";"sandrasankarate";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@sandrasankarate @teledeporte @iberdrola @UCAM @daedo @Pelayo_Seguros @KiaEspana @adidas_ES Vamoooooos😎🙌🏻";;;;;;;;;;;;;;;"265512847";"265512847";"Sara Hurtado Martín";"SaraSobreHielo";"Madrid, Comunidad de Madrid";"⚡Una vida fabricando emociones sobre dos cuchillas.
⛸#passioninmotion 

🏆Olímpica en #Sochi2014 y #PyeongChang2018 
🇪🇸Equipo #HurtadoJalyavin";"https://t.co/TXlNAmo3sj";"FALSE";"6943";"1284";"185";"Sun Mar 13 17:33:33 +0000 2011";"12232";"TRUE";"7467";"https://pbs.twimg.com/profile_images/1471403849130954754/x7QZLGg-_normal.jpg";"https://pbs.twimg.com/profile_banners/265512847/1639644990";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/TXlNAmo3sj"",""expanded_url"":""https://www.facebook.com/SaraSobreHielo/"",""display_url"":""facebook.com/SaraSobreHielo/"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/SaraSobreHielo/status/1545723043288334337";;;"1e+05"
"7";"2022-07-09 10:50:51";"1545722142699970560";"1545722142699970560";"@RFEKarate @sandrasankarate @amarqueomor @EFEdeportes @deportegob @iberdrola @daedo Grande🙌🙌🙌🙌 la mejor!!!";"FALSE";"106";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""RFEKarate"",""name"":""R.F.Española Karate"",""id"":1354219052,""id_str"":""1354219052"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""sandrasankarate"",""name"":""Sandra Sánchez"",""id"":3108535344,""id_str"":""3108535344"",""indices"":{""start"":11,""end"":27}},{""screen_name"":""amarqueomor"",""name"":""Antonio M. Marqueño"",""id"":2462052286,""id_str"":""2462052286"",""indices"":{""start"":28,""end"":40}},{""screen_name"":""EFEdeportes"",""name"":""EFE Deportes"",""id"":3218082208,""id_str"":""3218082208"",""indices"":{""start"":41,""end"":53}},{""screen_name"":""deportegob"",""name"":""CSD"",""id"":376256489,""id_str"":""376256489"",""indices"":{""start"":54,""end"":65}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":66,""end"":76}},{""screen_name"":""daedo"",""name"":""Daedo International"",""id"":253461540,""id_str"":""253461540"",""indices"":{""start"":77,""end"":83}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";"1545692501658443776";"1545692501658443779";"1354219052";"1354219052";"RFEKarate";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;;"@RFEKarate @sandrasankarate @amarqueomor @EFEdeportes @deportegob @iberdrola @daedo Grande🙌🙌🙌🙌 la mejor!!!";;;;;;;;;;;;;;;"292470318";"292470318";"maria jose gómez c";"mgomezca";"";"";;"FALSE";"90";"165";"0";"Tue May 03 18:06:22 +0000 2011";"12438";"FALSE";"833";"https://pbs.twimg.com/profile_images/1170339261108883456/cdUaS_Xl_normal.jpg";;"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/mgomezca/status/1545722142699970560";;;"1e+05"
"8";"2022-07-09 10:48:52";"1545721645226139648";"1545721645226139648";"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo";"FALSE";"56";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[41,56]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"und";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo";;;;;;;;;;;;;;;"1319652021700616192";"1319652021700616192";"Estercita";"esteerluquee1";"";";)";;"FALSE";"112";"154";"0";"Fri Oct 23 14:49:13 +0000 2020";"1016";"FALSE";"433";"https://pbs.twimg.com/profile_images/1540752329561018368/xG4ckik__normal.jpg";"https://pbs.twimg.com/profile_banners/1319652021700616192/1656541959";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/esteerluquee1/status/1545721645226139648";;;"1e+05"
"9";"2022-07-09 10:48:15";"1545721487709151232";"1545721487709151232";"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo";"FALSE";"56";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[41,56]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"und";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo";;;;;;;;;;;;;;;"1529088025027915776";"1529088025027915778";"Selene";"Selenee_8";"";"⚽💗";;"FALSE";"49";"302";"0";"Tue May 24 13:12:56 +0000 2022";"2854";"FALSE";"12";"https://pbs.twimg.com/profile_images/1538901584708571137/cWM8ZsuY_normal.jpg";"https://pbs.twimg.com/profile_banners/1529088025027915778/1653398765";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Selenee_8/status/1545721487709151232";;;"1e+05"
"10";"2022-07-09 10:47:38";"1545721333962756096";"1545721333962756097";"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo";"FALSE";"56";"{""hashtags"":[{""text"":""ElSueñoEuropeo"",""indices"":[[41,56]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""SEFutbolFem"",""name"":""Selección Española Femenina de Fútbol"",""id"":1.00111841604705e+18,""id_str"":""1001118416047046657"",""indices"":{""start"":11,""end"":23}},{""screen_name"":""FutFemIberdrola"",""name"":""FutFem Iberdrola"",""id"":7.68077752994001e+17,""id_str"":""768077752994000897"",""indices"":{""start"":24,""end"":40}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1545363973117198336";"1545363973117198338";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"und";;;;;"@iberdrola @SEFutbolFem @FutFemIberdrola #ElSueñoEuropeo";;;;;;;;;;;;;;;"1410003199680036864";"1410003199680036865";"ByJorge10 🐢🇷🇺";"Jorge10By";"";"Visca Barça ❤️💙
📍Murcia";;"FALSE";"433";"1203";"0";"Tue Jun 29 22:32:24 +0000 2021";"10105";"FALSE";"318";"https://pbs.twimg.com/profile_images/1479483193090883584/DcjZaAVx_normal.jpg";"https://pbs.twimg.com/profile_banners/1410003199680036865/1640618646";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Jorge10By/status/1545721333962756097";;;"1e+05"
