"created_at";"id";"id_str";"full_text";"truncated";"display_text_range";"entities";"metadata";"tweet_source";"in_reply_to_status_id";"in_reply_to_status_id_str";"in_reply_to_user_id";"in_reply_to_user_id_str";"in_reply_to_screen_name";"geo";"coordinates";"place";"contributors";"is_quote_status";"retweet_count";"favorite_count";"favorited";"retweeted";"lang";"possibly_sensitive";"quoted_status_id";"quoted_status_id_str";"quoted_status";"text";"favorited_by";"scopes";"display_text_width";"retweeted_status";"quoted_status_permalink";"quote_count";"timestamp_ms";"reply_count";"filter_level";"query";"withheld_scope";"withheld_copyright";"withheld_in_countries";"possibly_sensitive_appealable";"id_user";"id_str_user";"name_user";"screen_name_user";"location_user";"description_user";"url_user";"protected_user";"followers_count_user";"friends_count_user";"listed_count_user";"created_at_user";"favourites_count_user";"verified_user";"statuses_count_user";"profile_image_url_https_user";"profile_banner_url_user";"default_profile_user";"default_profile_image_user";"withheld_in_countries_user";"derived_user";"withheld_scope_user";"entities_user";"tweet_link";"company_id"
"2022-06-18 23:16:02";"1538299529837088768";"1538299529837088769";"es un flagrante hecho @Repsol @bp_Espana @Cepsa_ES @Mercadona @elcorteingles @alcampo @lidlespana @Aldi_es @CarrefourES @bbva @bancosantander @santander_es @iberdrola @Endesa @Naturgy SE ESTAN FORRANDO inflando precios a costa de SUS clientes y bajo la excusa de chorradas varias.";"FALSE";"280";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":22,""end"":29}},{""screen_name"":""bp_Espana"",""name"":""bp España"",""id"":1.13403306427807e+18,""id_str"":""1134033064278069248"",""indices"":{""start"":30,""end"":40}},{""screen_name"":""Cepsa_ES"",""name"":""Cepsa España"",""id"":1324563871,""id_str"":""1324563871"",""indices"":{""start"":41,""end"":50}},{""screen_name"":""Mercadona"",""name"":""Mercadona"",""id"":343327901,""id_str"":""343327901"",""indices"":{""start"":51,""end"":61}},{""screen_name"":""elcorteingles"",""name"":""El Corte Inglés"",""id"":262541531,""id_str"":""262541531"",""indices"":{""start"":62,""end"":76}},{""screen_name"":""alcampo"",""name"":""Alcampo"",""id"":914600838,""id_str"":""914600838"",""indices"":{""start"":77,""end"":85}},{""screen_name"":""lidlespana"",""name"":""Lidl España"",""id"":338890247,""id_str"":""338890247"",""indices"":{""start"":86,""end"":97}},{""screen_name"":""Aldi_es"",""name"":""ALDI España"",""id"":2679530298,""id_str"":""2679530298"",""indices"":{""start"":98,""end"":106}},{""screen_name"":""CarrefourES"",""name"":""Carrefour España"",""id"":275430095,""id_str"":""275430095"",""indices"":{""start"":107,""end"":119}},{""screen_name"":""bbva"",""name"":""BBVA"",""id"":16808626,""id_str"":""16808626"",""indices"":{""start"":120,""end"":125}},{""screen_name"":""bancosantander"",""name"":""Santander"",""id"":246196403,""id_str"":""246196403"",""indices"":{""start"":126,""end"":141}},{""screen_name"":""santander_es"",""name"":""Santander España"",""id"":1372470686,""id_str"":""1372470686"",""indices"":{""start"":142,""end"":155}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":156,""end"":166}},{""screen_name"":""Endesa"",""name"":""endesa"",""id"":482014260,""id_str"":""482014260"",""indices"":{""start"":167,""end"":174}},{""screen_name"":""Naturgy"",""name"":""Naturgy"",""id"":177095457,""id_str"":""177095457"",""indices"":{""start"":175,""end"":183}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"es un flagrante hecho @Repsol @bp_Espana @Cepsa_ES @Mercadona @elcorteingles @alcampo @lidlespana @Aldi_es @CarrefourES @bbva @bancosantander @santander_es @iberdrola @Endesa @Naturgy SE ESTAN FORRANDO inflando precios a costa de SUS clientes y bajo la excusa de chorradas varias.";;;;;;;;;;;;;;;"1184182566460506112";"1184182566460506114";"notarita";"notarita1";"Madrid, Comunidad de Madrid";"De Soria y de Ley. Luchando por la #justicia allá donde sea. De momento en Madriz pero con el alma en andalucía, en italia y en portugal, galicia, asturias, etc";;"FALSE";"96";"144";"0";"Tue Oct 15 19:02:01 +0000 2019";"26";"FALSE";"648";"https://pbs.twimg.com/profile_images/1469602365045198849/dRLKIdRi_normal.jpg";"https://pbs.twimg.com/profile_banners/1184182566460506114/1639215483";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/notarita1/status/1538299529837088769";"1"
"2022-06-18 21:29:50";"1538272802637324288";"1538272802637324292";"@PepeJavi @Repsol @sanchezcastejon 👍👍";"FALSE";"37";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""PepeJavi"",""name"":""PepeJavi"",""id"":515415199,""id_str"":""515415199"",""indices"":{""start"":0,""end"":9}},{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":10,""end"":17}},{""screen_name"":""sanchezcastejon"",""name"":""Pedro Sánchez"",""id"":68740712,""id_str"":""68740712"",""indices"":{""start"":18,""end"":34}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1538271956662988800";"1538271956662988801";"515415199";"515415199";"PepeJavi";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"1";"FALSE";"FALSE";"und";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@PepeJavi @Repsol @sanchezcastejon 👍👍";;;;;;;;;;;;;;;"428192113";"428192113";"Rubén LM 🖤 🇪🇸🖤";"lm_ruben";"Madrid";"Nacer, vivir, morir, mi estado actual es sobrevivir con humor, si es posible. Sin acritud y con critica.";;"FALSE";"1498";"1318";"14";"Sun Dec 04 13:12:04 +0000 2011";"1534";"FALSE";"64456";"https://pbs.twimg.com/profile_images/486882325255688192/MvSstU6M_normal.jpeg";"https://pbs.twimg.com/profile_banners/428192113/1355607094";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/lm_ruben/status/1538272802637324292";"1"
"2022-06-18 21:26:28";"1538271956662988800";"1538271956662988801";"@lm_ruben @Repsol @sanchezcastejon No parecen, son...";"FALSE";"53";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""lm_ruben"",""name"":""Rubén LM 🖤 🇪🇸🖤"",""id"":428192113,""id_str"":""428192113"",""indices"":{""start"":0,""end"":9}},{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":10,""end"":17}},{""screen_name"":""sanchezcastejon"",""name"":""Pedro Sánchez"",""id"":68740712,""id_str"":""68740712"",""indices"":{""start"":18,""end"":34}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1538141286171136000";"1538141286171136001";"428192113";"428192113";"lm_ruben";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"1";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@lm_ruben @Repsol @sanchezcastejon No parecen, son...";;;;;;;;;;;;;;;"515415199";"515415199";"PepeJavi";"PepeJavi";"España";"El avatar es el espejo del alma...";;"FALSE";"2770";"2130";"17";"Mon Mar 05 12:22:52 +0000 2012";"20748";"FALSE";"50099";"https://pbs.twimg.com/profile_images/1517111278992506881/uO-aurZx_normal.jpg";"https://pbs.twimg.com/profile_banners/515415199/1408612280";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/PepeJavi/status/1538271956662988801";"1"
"2022-06-18 21:18:30";"1538269950808399872";"1538269950808399872";"@Repsol @wicho @microsiervos Dejar de subir precios ladronesss";"FALSE";"62";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":0,""end"":7}},{""screen_name"":""wicho"",""name"":""Wicho"",""id"":1776671,""id_str"":""1776671"",""indices"":{""start"":8,""end"":14}},{""screen_name"":""microsiervos"",""name"":""Microsiervos"",""id"":1770311,""id_str"":""1770311"",""indices"":{""start"":15,""end"":28}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1536672742312919040";"1536672742312919040";"253298167";"253298167";"Repsol";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@Repsol @wicho @microsiervos Dejar de subir precios ladronesss";;;;;;;;;;;;;;;"1312844504479805440";"1312844504479805443";"Mikaoo";"Mikaoo14";"";"";;"FALSE";"15";"111";"2";"Sun Oct 04 19:58:24 +0000 2020";"3989";"FALSE";"1923";"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png";;"TRUE";"TRUE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/Mikaoo14/status/1538269950808399872";"1"
"2022-06-18 20:31:31";"1538258124548689920";"1538258124548689920";"@Globalmobcall @Repsol Turymayo  en Mexico no me atiende para factura";"FALSE";"69";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Globalmobcall"",""name"":""Global Mobility Call"",""id"":1.3981864663674e+18,""id_str"":""1398186466367397890"",""indices"":{""start"":0,""end"":14}},{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":15,""end"":22}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1537403938261041152";"1537403938261041153";"1398186466367397888";"1398186466367397890";"Globalmobcall";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@Globalmobcall @Repsol Turymayo  en Mexico no me atiende para factura";;;;;;;;;;;;;;;"116929129";"116929129";"Luis Gutierrez- Punkyto";"photoluis1";"Hermosillo Sonora Mexico";"Stringer en AP, NewZuluInternational, & Cuartoscuro. FotoOficial:Soles(MASL)Proveedor en GRUPOMEXICO Instagram:photoluis1 photoluis1@gmail.com";"https://t.co/IX9YeOMQRS";"FALSE";"829";"207";"22";"Wed Feb 24 00:59:17 +0000 2010";"1396";"FALSE";"8473";"https://pbs.twimg.com/profile_images/1318246886063689729/rCYho4jB_normal.jpg";"https://pbs.twimg.com/profile_banners/116929129/1596526483";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/IX9YeOMQRS"",""expanded_url"":""https://www.facebook.com/LuisGutierrezPhotojournalist/"",""display_url"":""facebook.com/LuisGutierrezP…"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/photoluis1/status/1538258124548689920";"1"
"2022-06-18 20:28:27";"1538257355313254400";"1538257355313254400";"@Repsol @Globalmobcall me deben mi factura";"FALSE";"42";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":0,""end"":7}},{""screen_name"":""Globalmobcall"",""name"":""Global Mobility Call"",""id"":1.3981864663674e+18,""id_str"":""1398186466367397890"",""indices"":{""start"":8,""end"":22}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1537335760776462336";"1537335760776462336";"253298167";"253298167";"Repsol";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@Repsol @Globalmobcall me deben mi factura";;;;;;;;;;;;;;;"116929129";"116929129";"Luis Gutierrez- Punkyto";"photoluis1";"Hermosillo Sonora Mexico";"Stringer en AP, NewZuluInternational, & Cuartoscuro. FotoOficial:Soles(MASL)Proveedor en GRUPOMEXICO Instagram:photoluis1 photoluis1@gmail.com";"https://t.co/IX9YeOMQRS";"FALSE";"829";"207";"22";"Wed Feb 24 00:59:17 +0000 2010";"1396";"FALSE";"8473";"https://pbs.twimg.com/profile_images/1318246886063689729/rCYho4jB_normal.jpg";"https://pbs.twimg.com/profile_banners/116929129/1596526483";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/IX9YeOMQRS"",""expanded_url"":""https://www.facebook.com/LuisGutierrezPhotojournalist/"",""display_url"":""facebook.com/LuisGutierrezP…"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/photoluis1/status/1538257355313254400";"1"
"2022-06-18 19:29:32";"1538242527786160128";"1538242527786160128";"A continuación, se explicará cómo se detectó la zona afectada por el derrame de petróleo.
@repsol @lima @muniventanilla";"FALSE";"119";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":90,""end"":97}},{""screen_name"":""lima"",""name"":""David Lima Cohen"",""id"":12146962,""id_str"":""12146962"",""indices"":{""start"":98,""end"":103}},{""screen_name"":""muniventanilla"",""name"":""Municipalidad de Ventanilla"",""id"":1668937645,""id_str"":""1668937645"",""indices"":{""start"":104,""end"":119}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1538242201356054528";"1538242201356054528";"1538239826755047424";"1538239826755047424";"uJu4nM";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"A continuación, se explicará cómo se detectó la zona afectada por el derrame de petróleo.
@repsol @lima @muniventanilla";;;;;;;;;;;;;;;"1538239826755047424";"1538239826755047424";"Juan Manuel";"uJu4nM";"";"Cualquier cosa relacionada a la u ira aqui :P
pc player 
masho";;"FALSE";"0";"1";"0";"Sat Jun 18 19:18:54 +0000 2022";"0";"FALSE";"13";"https://pbs.twimg.com/profile_images/1538239852419989505/toGWPVvd_normal.png";;"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/uJu4nM/status/1538242527786160128";"1"
"2022-06-18 18:17:43";"1538224452974137344";"1538224452974137346";"@vox_es Nosotros optamos por nacionalizar @Repsol para marcar los precios del combustible, desde el gobierno y vosotros que decís a eso?
Que queréis echar a cepsa de españa?";"FALSE";"173";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""vox_es"",""name"":""VOX 🇪🇸"",""id"":2201623465,""id_str"":""2201623465"",""indices"":{""start"":0,""end"":7}},{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":42,""end"":49}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1538090528306257920";"1538090528306257920";"2201623465";"2201623465";"vox_es";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""id"":""965434217e88e1e4"",""url"":""https://api.twitter.com/1.1/geo/id/965434217e88e1e4.json"",""place_type"":""city"",""name"":""Santa Comba"",""full_name"":""Santa Comba, España"",""country_code"":""ES"",""country"":""Spain"",""contained_within"":[],""attributes"":{},""bounding_box"":[{""long"":-8.9156,""lat"":42.9574,""type"":""Polygon""},{""long"":-8.6835,""lat"":42.9574,""type"":""Polygon""},{""long"":-8.6835,""lat"":43.1178,""type"":""Polygon""},{""long"":-8.9156,""lat"":43.1178,""type"":""Polygon""}]}}]";;"FALSE";"0";"1";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@vox_es Nosotros optamos por nacionalizar @Repsol para marcar los precios del combustible, desde el gobierno y vosotros que decís a eso?
Que queréis echar a cepsa de españa?";;;;;;;;;;;;;;;"4834546113";"4834546113";"Francisco Lopez";"marle501";"a luchar.... que vienen curvas";"Que viva la lucha obrera
 Nos quieren exterminar,pero vamos a luchar.";;"FALSE";"1805";"2965";"26";"Fri Jan 22 08:41:20 +0000 2016";"331820";"FALSE";"279366";"https://pbs.twimg.com/profile_images/1371443881674424328/kGuxH_QE_normal.jpg";"https://pbs.twimg.com/profile_banners/4834546113/1590686895";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/marle501/status/1538224452974137346";"1"
"2022-06-18 18:16:02";"1538224030217555968";"1538224030217555968";"@PazienzaRM @BobRepublica @Cenxcentolo @vox_es Desde cuando puede poner el precio de la gasolina el gobierno?
Nosotros estamos a favor de nazionalizar @repsol por ejemplo y tu?
Y así le puedes pedir la gobierno que baje el precio, pero si son privadas en que medida puede marcar el precio el gobierno?";"FALSE";"301";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""PazienzaRM"",""name"":""🇪🇸"",""id"":2414821983,""id_str"":""2414821983"",""indices"":{""start"":0,""end"":11}},{""screen_name"":""BobRepublica"",""name"":""Bob D 🎵🎸⚡ Stop Fascismo Trumputinista Mundial"",""id"":449729655,""id_str"":""449729655"",""indices"":{""start"":12,""end"":25}},{""screen_name"":""Cenxcentolo"",""name"":""🏑🏴󠁧󠁢󠁳󠁣󠁴󠁿🦀un de Elviña🦀🇹🇷🏑"",""id"":9.57939253538968e+17,""id_str"":""957939253538967552"",""indices"":{""start"":26,""end"":38}},{""screen_name"":""vox_es"",""name"":""VOX 🇪🇸"",""id"":2201623465,""id_str"":""2201623465"",""indices"":{""start"":39,""end"":46}},{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":151,""end"":158}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1538100167362154496";"1538100167362154496";"2414821983";"2414821983";"PazienzaRM";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""id"":""965434217e88e1e4"",""url"":""https://api.twitter.com/1.1/geo/id/965434217e88e1e4.json"",""place_type"":""city"",""name"":""Santa Comba"",""full_name"":""Santa Comba, España"",""country_code"":""ES"",""country"":""Spain"",""contained_within"":[],""attributes"":{},""bounding_box"":[{""long"":-8.9156,""lat"":42.9574,""type"":""Polygon""},{""long"":-8.6835,""lat"":42.9574,""type"":""Polygon""},{""long"":-8.6835,""lat"":43.1178,""type"":""Polygon""},{""long"":-8.9156,""lat"":43.1178,""type"":""Polygon""}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@PazienzaRM @BobRepublica @Cenxcentolo @vox_es Desde cuando puede poner el precio de la gasolina el gobierno?
Nosotros estamos a favor de nazionalizar @repsol por ejemplo y tu?
Y así le puedes pedir la gobierno que baje el precio, pero si son privadas en que medida puede marcar el precio el gobierno?";;;;;;;;;;;;;;;"4834546113";"4834546113";"Francisco Lopez";"marle501";"a luchar.... que vienen curvas";"Que viva la lucha obrera
 Nos quieren exterminar,pero vamos a luchar.";;"FALSE";"1805";"2965";"26";"Fri Jan 22 08:41:20 +0000 2016";"331820";"FALSE";"279366";"https://pbs.twimg.com/profile_images/1371443881674424328/kGuxH_QE_normal.jpg";"https://pbs.twimg.com/profile_banners/4834546113/1590686895";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/marle501/status/1538224030217555968";"1"
"2022-06-18 17:23:32";"1538210820416585728";"1538210820416585729";"@Repsol @HondaMotosCol @Low_Ten_CB190R";"FALSE";"38";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""Repsol"",""name"":""Repsol"",""id"":253298167,""id_str"":""253298167"",""indices"":{""start"":0,""end"":7}},{""screen_name"":""HondaMotosCol"",""name"":""Honda Motos Colombia"",""id"":82097571,""id_str"":""82097571"",""indices"":{""start"":8,""end"":22}},{""screen_name"":""Low_Ten_CB190R"",""name"":""ろ～てん"",""id"":9.91045528342352e+17,""id_str"":""991045528342351872"",""indices"":{""start"":23,""end"":38}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""und"",""result_type"":""recent""}]";"Android";"1538128993274187776";"1538128993274187776";"732396854479077376";"732396854479077376";"julianyeto0713";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"und";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""extended_entities"":{""media"":{}},""metadata"":{},""user"":{""entities"":{""description"":{""urls"":{}},""url"":{""urls"":{}}},""withheld_in_countries"":{}}}]";"@Repsol @HondaMotosCol @Low_Ten_CB190R";;;;;;;;;;;;;;;"732396854479077376";"732396854479077376";"Julian Yepes Toloza";"julianyeto0713";"Bogotá, D.C., Colombia";"Julián";;"FALSE";"5";"89";"1";"Tue May 17 02:26:32 +0000 2016";"7";"FALSE";"6";"https://pbs.twimg.com/profile_images/1508371004523003904/np8qG-7y_normal.jpg";"https://pbs.twimg.com/profile_banners/732396854479077376/1648458906";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/julianyeto0713/status/1538210820416585729";"1"
